jud,uat,GEORGE SIMION,CRIN ANTONESCU,NICUȘOR DAN,VICTOR PONTA,Prezenta,Castigator,Procent castigator,Lat,Long,Mediu,Procent plecari din populatie (2023),Suprafata locuibila/cap de locuitor (m patrati) 2023,Numarul de salariati raportat la populatie (% din populatie) 2023,Cote de impozit raportat la populatie (2022),Fonduri pe cap de locuitor (2022),Pacienti la un medic 2023,Varsta medie a populatiei in 2023,Ponderea somerilor in 2023
DÂMBOVIȚA,ODOBEȘTI,58.53,12.17,7.89,17.99,55.12,GEORGE-NICOLAE SIMION,58.53,44.60098626,25.54539936,RURAL,1.478816946,17.66686651,5.835331735,181.125601,54.56169872,2502,38.98,1.2
DÂMBOVIȚA,ORAȘ FIENI,41.44,14.09,20.31,17.63,43.46,GEORGE-NICOLAE SIMION,41.44,45.13430621,25.4065245,URBAN,1.798102789,19.35862948,17.13153051,412.6897126,169.715674,2354.333333,44.39,0.7
DÂMBOVIȚA,ORAȘ GĂEȘTI,39.17,15.33,18.2,22.9,53.86,GEORGE-NICOLAE SIMION,39.17,44.71878661,25.31701512,URBAN,2.831625588,20.36665744,43.53364719,1417.641429,163.8435589,481.4666667,43.49,0.6
DÂMBOVIȚA,ORAȘ PUCIOASA,35.19,15.6,23.13,19.69,50.31,GEORGE-NICOLAE SIMION,35.19,45.07600931,25.45120765,URBAN,2.140672783,20.50389213,19.14095079,638.5451308,2948.576839,327,43.8,1.1
DÂMBOVIȚA,ORAȘ RĂCARI,48.3,22.86,10.57,14.07,63.24,GEORGE-NICOLAE SIMION,48.3,44.66110957,25.75598744,URBAN,1.902129735,25.30092668,8.51894001,468.2792281,39.70001622,2050.333333,40.99,1.7
DÂMBOVIȚA,ORAȘ TITU,45.66,13.65,14.34,22.39,50.86,GEORGE-NICOLAE SIMION,45.66,44.64587653,25.57400544,URBAN,2.052726907,19.90309922,33.91024351,1380.781873,236.6214143,2484.5,41.14,0.9
DÂMBOVIȚA,PERȘINARI,48.23,17.9,11.45,18.88,36.45,GEORGE-NICOLAE SIMION,48.23,44.79572634,25.49519325,RURAL,1.474382602,21.46443052,7.298193881,153.2361772,44.9707067,2713,42.4,1.3
DÂMBOVIȚA,PETREȘTI,50.57,15.92,8.49,20.94,57.44,GEORGE-NICOLAE SIMION,50.57,44.66012628,25.31383144,RURAL,1.29969419,17.98681193,11.56345566,426.0743192,235.931354,1744,43.92,0.9
DÂMBOVIȚA,PIETRARI,49.95,22.89,8.21,16.76,48.07,GEORGE-NICOLAE SIMION,49.95,45.09893233,25.29530052,RURAL,2.209705373,20.05979203,8.49220104,99.95941905,0,2308,42.13,1.1
DÂMBOVIȚA,PIETROȘIȚA,44.46,19.61,13.61,15.72,47.97,GEORGE-NICOLAE SIMION,44.46,45.20319049,25.42888787,RURAL,2.362204724,25.3156168,3.313648294,116.9928292,0,3048,43.02,2.8
DÂMBOVIȚA,POIANA,57.22,22.57,5.76,11.6,53.21,GEORGE-NICOLAE SIMION,57.22,44.55932908,25.68165334,RURAL,1.628182356,21.04233274,1.657785672,287.6492101,109.5327677,3378,40.69,4
DÂMBOVIȚA,POTLOGI,56.34,18.42,6.96,14.23,42.81,GEORGE-NICOLAE SIMION,56.34,44.5702663,25.59811289,RURAL,1.251753534,15.45354484,3.69051473,167.8367258,5.865897464,4633.5,35.4,2.4
DÂMBOVIȚA,PRODULEȘTI,50.74,13.62,11.98,19.53,49.6,GEORGE-NICOLAE SIMION,50.74,44.70262248,25.50904428,RURAL,1.522533496,19.74208283,7.947624848,144.0152068,0,1642,41.39,1
DÂMBOVIȚA,PUCHENI,38.15,23.7,9.83,23.41,50.21,GEORGE-NICOLAE SIMION,38.15,45.19646722,25.28838569,RURAL,2.068965517,29.79874608,4.952978056,173.023399,0,1595,47.32,1.4
DÂMBOVIȚA,RACIU,47.76,10.9,14.22,23.42,49.12,GEORGE-NICOLAE SIMION,47.76,44.8147365,25.44526441,RURAL,1.177593889,23.37555697,5.092297899,181.3337555,0,3142,42.25,0.8
DÂMBOVIȚA,RUNCU,47.44,13.91,16.21,18.24,43.69,GEORGE-NICOLAE SIMION,47.44,45.22140202,25.34982482,RURAL,1.268602098,21.85411076,2.56160039,90.61088271,0,2049.5,42.62,0.8
DÂMBOVIȚA,RÂU ALB,56.8,9.5,10.06,21.23,48.49,GEORGE-NICOLAE SIMION,56.8,45.15259107,25.34116358,RURAL,1.165501166,29.45454545,5.516705517,146.2361847,0,1287,47.46,1.3
DÂMBOVIȚA,RĂSCĂEȚI,63.3,15.75,4.69,13.24,55.46,GEORGE-NICOLAE SIMION,63.3,44.59028092,25.27276769,RURAL,1.941747573,12.73000462,2.219140083,230.1603687,0,2163,40.92,1.1
DÂMBOVIȚA,RĂZVAD,39.45,18.45,19.87,17.16,54.93,GEORGE-NICOLAE SIMION,39.45,44.95054246,25.51389271,RURAL,2.32478241,26.14166285,10.99404489,381.5087539,492.281039,4366,44.11,0.5
DÂMBOVIȚA,SLOBOZIA MOARĂ,57.94,13.55,10.28,14.25,52.15,GEORGE-NICOLAE SIMION,57.94,44.59693579,25.72529161,RURAL,1.321138211,27.48221545,3.81097561,213.88917,0,1968,42.8,0.7
DÂMBOVIȚA,SĂLCIOARA,55.06,11.14,9.92,19.01,51.54,GEORGE-NICOLAE SIMION,55.06,44.73722335,25.57369267,RURAL,1.625575725,21.8547819,3.738824167,118.880429,84.48873995,1845.5,42.31,0.6
DÂMBOVIȚA,TĂRTĂȘEȘTI,43.75,14.61,20.79,16.34,65.11,GEORGE-NICOLAE SIMION,43.75,44.58036828,25.81855187,RURAL,2.068432244,43.41194665,17.35936594,553.1059872,0,2586.5,40.42,0.3
DÂMBOVIȚA,TĂTĂRANI,45.52,20.48,11.52,18.76,53.42,GEORGE-NICOLAE SIMION,45.52,44.99723533,25.26819626,RURAL,1.593788312,23.78381692,3.085410707,114.2066182,0,1631.333333,43.18,0.8
DÂMBOVIȚA,ULIEȘTI,57.41,12.16,6.91,19.63,52.14,GEORGE-NICOLAE SIMION,57.41,44.5935888,25.41604323,RURAL,1.765609007,18.99692938,3.761514841,104.8278564,0,3908,41.85,1.1
DÂMBOVIȚA,ULMI,41.61,21.34,15.27,16.92,55.85,GEORGE-NICOLAE SIMION,41.61,44.88710527,25.48213103,RURAL,2.354885354,27.8671762,46.6845693,1113.874922,0,4841,40.75,0.7
DÂMBOVIȚA,VALEA LUNGĂ,38.95,17.27,19.1,20.23,49.66,GEORGE-NICOLAE SIMION,38.95,45.06417367,25.57030624,RURAL,1.583113456,25.93645558,3.100263852,130.2062555,0,2274,43.76,1.2
DÂMBOVIȚA,VALEA MARE,46.65,18.73,7.26,24.4,52.4,GEORGE-NICOLAE SIMION,46.65,44.78840778,25.23167509,RURAL,2.596766291,24.03037727,11.41597256,576.2895118,644.0434993,2041,45.55,2.1
DÂMBOVIȚA,VIȘINA,55.02,13.28,9.05,19.48,49.26,GEORGE-NICOLAE SIMION,55.02,44.57228159,25.34548087,RURAL,2.145257172,18.86094598,4.600672008,178.6128205,657.2597436,1934.5,40.99,0.7
DÂMBOVIȚA,VIȘINEȘTI,35.71,21.73,20.33,16.26,57.5,GEORGE-NICOLAE SIMION,35.71,45.12316435,25.57451389,RURAL,2.315661182,31.5984156,5.606337599,164.8582398,0,1641,47.39,3.4
DÂMBOVIȚA,VLĂDENI,51.41,12.75,14.46,16.97,44.91,GEORGE-NICOLAE SIMION,51.41,44.8745866,25.78537879,RURAL,2.249196715,19.67832917,3.927168868,67.04929078,72.10638298,2801,39.61,1.3
DÂMBOVIȚA,VOINEȘTI,46.89,13.07,10.31,25.11,50.74,GEORGE-NICOLAE SIMION,46.89,45.07244407,25.26930091,RURAL,2.080491132,25.2276603,4.331514325,221.2339271,88.84020356,1466,42.79,0.7
DÂMBOVIȚA,VULCANA-BĂI,45.14,12.35,16.44,20.89,45.42,GEORGE-NICOLAE SIMION,45.14,45.09326577,25.36611074,RURAL,1.690902942,25.37436591,4.700710179,225.6235843,94.28947368,#DIV/0!,40.25,2.8
DÂMBOVIȚA,VULCANA-PANDELE,43.41,14.64,17.07,18.82,43.26,GEORGE-NICOLAE SIMION,43.41,45.03559863,25.37049745,RURAL,1.519141179,19.3941665,5.428397812,150.2074823,54.92457027,1645.666667,41.93,0.9
DÂMBOVIȚA,VÂRFURI,46.63,13.34,11.83,22.28,52.39,GEORGE-NICOLAE SIMION,46.63,45.09491668,25.50687099,RURAL,1.997716895,25.23173516,7.305936073,212.2257159,0,#DIV/0!,43.01,1.9
DÂMBOVIȚA,VĂCĂREȘTI,58.16,12.68,9.68,15.26,45.81,GEORGE-NICOLAE SIMION,58.16,44.84496069,25.50744521,RURAL,1.820728291,21.757503,8.523409364,191.1817459,0,2499,42.46,0.7
DÂMBOVIȚA,VĂLENI-DÂMBOVIȚA,41.1,16.87,11.8,26.09,49.34,GEORGE-NICOLAE SIMION,41.1,45.16546093,25.16917192,RURAL,1.855047455,27.15703192,3.321829163,113.692827,139.8877637,2318,45.83,1.2
DÂMBOVIȚA,ȘELARU,53.76,13.29,7.27,21.72,53.54,GEORGE-NICOLAE SIMION,53.76,44.4796752,25.31132182,RURAL,1.832922101,18.12125485,3.313359182,154.8761308,356.3413361,2837,42.93,0.8
DÂMBOVIȚA,ȘOTÂNGA,44.85,14.26,15.13,21.16,45.74,GEORGE-NICOLAE SIMION,44.85,44.9760295,25.37819183,RURAL,1.761024596,17.29850095,4.540823752,146.6726934,0,2290.333333,41.88,0.7
GALAȚI,BARCEA,56.28,20.82,8.46,11.23,40.66,GEORGE-NICOLAE SIMION,56.28,45.76051742,27.50059201,RURAL,1.809672387,20.81294852,2.574102964,106.2488779,82.38740133,2136.666667,37.7,6.8
GALAȚI,BEREȘTI-MERIA,49.17,28.96,4.01,12.94,46.81,GEORGE-NICOLAE SIMION,49.17,46.07171401,27.92888251,RURAL,2.676399027,20.9060219,3.071776156,117.5505247,76.49145427,3288,41.97,5.8
GALAȚI,BRANIȘTEA,54.45,12.79,12.79,14.7,50.83,GEORGE-NICOLAE SIMION,54.45,45.43966513,27.82712868,RURAL,2.118071203,21.20797657,15.9080667,751.624267,60.29815065,4438,40.83,2.6
GALAȚI,BRĂHĂȘEȘTI,48.23,36.6,3.73,8.72,24.43,GEORGE-NICOLAE SIMION,48.23,46.05194336,27.3471305,RURAL,2.779136902,22.68382425,1.281925824,46.48444531,227.273332,5109.5,30.97,4.6
GALAȚI,BUCIUMENI,52.97,29.86,2.86,9.84,48.14,GEORGE-NICOLAE SIMION,52.97,46.00425259,27.31523207,RURAL,2.946199829,16.9765158,4.227156277,128.8350774,0,#DIV/0!,40.46,6.9
GALAȚI,BĂLENI,54.74,17.66,5.96,18.83,46.31,GEORGE-NICOLAE SIMION,54.74,45.79932066,27.83054759,RURAL,2.083333333,21.47964015,7.528409091,189.936891,0,#DIV/0!,44.04,3
GALAȚI,BĂLĂBĂNEȘTI,47.64,28.15,5.22,14.65,52.31,GEORGE-NICOLAE SIMION,47.64,46.08548738,27.74097358,RURAL,1.546666667,23.99893333,5.066666667,142.7129338,14.97108307,#DIV/0!,41.28,5.5
GALAȚI,BĂLĂȘEȘTI,39.06,33.08,5.98,16.92,47.5,GEORGE-NICOLAE SIMION,39.06,46.09818313,27.64804764,RURAL,2.818224519,25.65711602,2.912165336,109.3764651,88.06469761,2129,41.87,19.7
GALAȚI,BĂNEASA,49.41,31.84,3.57,11.89,48.09,GEORGE-NICOLAE SIMION,49.41,45.93217584,27.97525404,RURAL,2.279792746,20.91709845,2.642487047,128.1234064,80.89750127,1930,41.49,12.6
GALAȚI,CAVADINEȘTI,32.73,44.59,5.24,13.23,53.91,GEORGE-CRIN-LAURENȚIU ANTONESCU,44.59,46.06696112,28.03639329,RURAL,1.894502229,26.00520059,5.460624071,250.6615832,0,#DIV/0!,43.05,11.4
GALAȚI,CERȚEȘTI,47.1,30.9,7.15,12.42,42.2,GEORGE-NICOLAE SIMION,47.1,46.01155626,27.61632424,RURAL,1.872492198,20.25902809,2.719572002,111.0889181,0,#DIV/0!,41.41,5.7
GALAȚI,CORNI,46.7,29.24,5.56,13.58,48.53,GEORGE-NICOLAE SIMION,46.7,45.85713532,27.7758682,RURAL,2.76816609,25.10034602,2.521008403,109.3219345,104.8466048,2023,43.7,9.9
GALAȚI,COROD,49.69,20.68,11.45,14.18,36.47,GEORGE-NICOLAE SIMION,49.69,45.93099549,27.63234631,RURAL,1.38488962,22.70437406,3.126285479,205.8499796,92.32661125,7293,41.48,2.6
GALAȚI,COSMEȘTI,54.69,17.58,9.15,14.29,39.69,GEORGE-NICOLAE SIMION,54.69,45.85042084,27.3241828,RURAL,1.7324801,21.61916654,3.371312627,111.9009245,0,3203.5,41.69,2.5
GALAȚI,COSTACHE NEGRI,51.53,23.01,8.49,13.19,44.7,GEORGE-NICOLAE SIMION,51.53,45.70742445,27.7363878,RURAL,2.260934025,23.34136397,4.373610082,182.1442804,0,#DIV/0!,40.36,6.6
GALAȚI,CUCA,41.72,26.03,7.85,19.8,49.67,GEORGE-NICOLAE SIMION,41.72,45.73962288,27.90558546,RURAL,1.711122295,29.68797182,2.918973327,193.4558025,0,#DIV/0!,46.24,0.9
GALAȚI,CUDALBI,54.66,20.33,7.69,13.32,38.44,GEORGE-NICOLAE SIMION,54.66,45.77209948,27.69548581,RURAL,1.548549107,24.79003906,3.334263393,151.1012991,313.6545053,2389.333333,42.18,2.8
GALAȚI,CUZA VODĂ,54.3,15.5,8.48,19.68,41.02,GEORGE-NICOLAE SIMION,54.3,45.59000241,27.83083308,RURAL,1.79526356,18.04048892,1.41329259,88.74744802,104.447259,2618,43.1,2.5
GALAȚI,DRĂGUȘENI,56.17,24.73,4.51,11.02,40.07,GEORGE-NICOLAE SIMION,56.17,46.00399025,27.72768932,RURAL,1.929026388,15.43257507,2.547770701,114.0558439,0,2747.5,37.85,10.3
GALAȚI,DRĂGĂNEȘTI,54.78,20.01,9.69,10.76,42.21,GEORGE-NICOLAE SIMION,54.78,45.79522388,27.50768387,RURAL,2.172610129,20.50224753,2.397362901,105.7436812,78.21037764,2224.666667,38.57,4.7
GALAȚI,FOLTEȘTI,57.13,17.61,10.25,11.56,43.3,GEORGE-NICOLAE SIMION,57.13,45.72489304,28.08487947,RURAL,2.102496715,18.34296978,3.580814717,276.5866409,21.04743466,#DIV/0!,42.01,3.5
GALAȚI,FRUMUȘIȚA,55.23,21.97,6.58,13.04,43.07,GEORGE-NICOLAE SIMION,55.23,45.66377399,28.07466805,RURAL,2.161851923,15.37153243,2.410560551,87.57906627,94.00771837,2613.5,40.2,3.7
GALAȚI,FUNDENI,52.93,21.23,9.22,11.8,47.97,GEORGE-NICOLAE SIMION,52.93,45.57066997,27.57013718,RURAL,2.272727273,25.51441242,4.545454545,113.986953,0,1804,43.32,1.2
GALAȚI,FÂRȚĂNEȘTI,52.63,19.56,5.99,19.36,38.28,GEORGE-NICOLAE SIMION,52.63,45.80556965,27.96616935,RURAL,1.847669883,18.57503593,2.381441183,90.34859794,0,2435.5,40.43,3.3
GALAȚI,GHIDIGENI,42.27,43.79,3.17,7.04,45.91,GEORGE-CRIN-LAURENȚIU ANTONESCU,43.79,46.02191784,27.4986446,RURAL,1.98062126,11.23582217,2.3938444,95.48403265,5.531433481,7018,33.66,16.1
GALAȚI,GOHOR,49.18,27.48,6.64,12.8,47.85,GEORGE-NICOLAE SIMION,49.18,46.03309132,27.41852393,RURAL,1.569858713,21.80596546,2.543171115,146.793621,12.21450907,3185,43.47,8.8
GALAȚI,GRIVIȚA,49.12,23.78,7.76,14.37,32.48,GEORGE-NICOLAE SIMION,49.12,45.69851576,27.66282287,RURAL,2.207084469,23.52888283,2.207084469,75.96212121,51.30573593,#DIV/0!,40.99,3.5
GALAȚI,INDEPENDENȚA,48.41,20.6,11.03,14.58,49.14,GEORGE-NICOLAE SIMION,48.41,45.47796647,27.76015771,RURAL,1.964326033,21.73425152,7.315421088,136.4451857,117.3239938,2214.5,43.43,1.8
GALAȚI,IVEȘTI,39.17,38.53,7.55,11.12,47.63,GEORGE-NICOLAE SIMION,39.17,45.67782423,27.55212742,RURAL,1.920768307,17.81672669,5.792316927,152.3407053,0.444909344,1999.2,37.94,4.2
GALAȚI,JORĂȘTI,56.4,22.22,4.21,13.8,47.23,GEORGE-NICOLAE SIMION,56.4,45.99276536,27.87112688,RURAL,2.230046948,17.47476526,6.338028169,143.6907745,0,#DIV/0!,38.95,8.6
GALAȚI,LIEȘTI,48.43,25.24,9.19,11.9,46.08,GEORGE-NICOLAE SIMION,48.43,45.62753831,27.60232566,RURAL,1.200558399,19.48273616,3.127035831,289.656808,96.51004464,2149,40.74,0.9
GALAȚI,MATCA,54.34,16.38,11.68,13.77,37.88,GEORGE-NICOLAE SIMION,54.34,45.8505898,27.55727981,RURAL,1.098719537,26.63486163,9.111937216,190.7819245,0,2421,39.16,0.6
GALAȚI,MOVILENI,66.3,11.64,5.21,12.42,34.53,GEORGE-NICOLAE SIMION,66.3,45.76295809,27.37560528,RURAL,1.829826167,18.50991156,3.690149436,58.57523464,61.14532243,3279,40.07,4.1
GALAȚI,MUNICIPIUL GALAȚI,32.69,16.83,25.95,17.94,41.48,GEORGE-NICOLAE SIMION,32.69,45.48824146,28.07989678,URBAN,2.064892884,15.2105738,31.01571471,952.3170703,338.9414746,295.3585271,42.97,0.5
GALAȚI,MUNICIPIUL TECUCI,43.61,16.67,16.58,18.14,36.15,GEORGE-NICOLAE SIMION,43.61,45.84746989,27.42057594,URBAN,2.420955694,16.96523074,13.90156554,427.0122979,222.3276526,460.990566,40.37,0.7
GALAȚI,MUNTENI,55.74,23.4,6.44,11.51,48.84,GEORGE-NICOLAE SIMION,55.74,45.9178514,27.4544474,RURAL,1.707026598,19.09090909,3.400820431,164.6649525,39.4666403,2519,38,7.4
GALAȚI,MĂSTĂCANI,60.64,15.31,6.37,12.94,39.66,GEORGE-NICOLAE SIMION,60.64,45.7740845,28.0568009,RURAL,2.730760551,20.28458587,1.873166328,75.6548907,0,4431,41.79,2.7
GALAȚI,NEGRILEȘTI,54.01,13.01,3.82,25.05,48.69,GEORGE-NICOLAE SIMION,54.01,45.95425764,27.50742773,RURAL,1.376327173,16.72355486,3.421156115,87.47008213,24.35510364,#DIV/0!,40.76,11.6
GALAȚI,NICOREȘTI,59.65,15.08,7.72,12.82,42.91,GEORGE-NICOLAE SIMION,59.65,45.92643366,27.30655082,RURAL,1.663306452,19.64012097,4.334677419,160.6460618,0,3968,40.35,6.7
GALAȚI,NĂMOLOASA,42.43,34.42,5.63,14.52,50.91,GEORGE-NICOLAE SIMION,42.43,45.51156365,27.6036221,RURAL,1.639344262,23.03227459,3.586065574,111.035589,45.79047619,1952,43.37,4.7
GALAȚI,OANCEA,33.96,47.67,5.79,9.18,31.84,GEORGE-CRIN-LAURENȚIU ANTONESCU,47.67,45.91629976,28.08387515,RURAL,2.593192869,10.34076175,3.038897893,458.3842389,147.5531082,#DIV/0!,38.02,5.5
GALAȚI,ORAȘ BEREȘTI,37.29,34.22,5.12,18.52,48.65,GEORGE-NICOLAE SIMION,37.29,46.09039467,27.86497826,URBAN,2.958977808,18.21486214,5.110961668,203.9738584,65.67968233,2974,42.55,6
GALAȚI,ORAȘ TÂRGU BUJOR,47.77,21.02,9.9,17.67,29.52,GEORGE-NICOLAE SIMION,47.77,45.87605191,27.93110477,URBAN,2.693535515,10.59487231,10.30526736,400.6927798,371.2012052,626.5,36.36,2.3
GALAȚI,PECHEA,60.86,10.37,9.96,14.95,37.6,GEORGE-NICOLAE SIMION,60.86,45.65013893,27.79247512,RURAL,1.647757969,17.23410769,6.311903476,175.0008215,73.0841548,2776.5,39.97,1.1
GALAȚI,PISCU,54.28,17.25,10.8,11.7,43.31,GEORGE-NICOLAE SIMION,54.28,45.53196823,27.71950234,RURAL,1.696020874,18.58034355,2.826701457,135.4329963,0,2299.5,42.6,2.3
GALAȚI,POIANA,48.61,30.12,5.94,9.91,56.56,GEORGE-NICOLAE SIMION,48.61,46.00469527,27.26382921,RURAL,2.6331538,18.3871933,2.992220227,112.3557406,137.676978,#DIV/0!,41.18,8
GALAȚI,PRIPONEȘTI,52.7,21.32,7.51,14.86,41.09,GEORGE-NICOLAE SIMION,52.7,46.09829356,27.47119307,RURAL,2.93111871,20.9653151,3.27308256,82.64123612,0,#DIV/0!,42.96,7.6
GALAȚI,REDIU,48.2,18.85,7.77,20.58,42.86,GEORGE-NICOLAE SIMION,48.2,45.71131061,27.85269451,RURAL,1.892744479,25.56834911,2.786540484,176.7968107,156.3585391,1902,45.51,1.7
GALAȚI,RĂDEȘTI,51.09,31.05,2.84,11.35,55.98,GEORGE-NICOLAE SIMION,51.09,46.06489863,27.80452352,RURAL,1.97740113,22.06073446,2.683615819,135.9193548,68.58204769,#DIV/0!,39.91,6.5
GALAȚI,SCHELA,56.49,14.37,11.11,12.77,47.6,GEORGE-NICOLAE SIMION,56.49,45.51874116,27.85424052,RURAL,1.476301476,19.56928257,2.382802383,165.8336798,0,1930.5,40.41,2.2
GALAȚI,SCÂNTEIEȘTI,50.68,16.74,7.86,18.68,45.45,GEORGE-NICOLAE SIMION,50.68,45.70119454,27.9792605,RURAL,1.882057716,15.15683814,2.383939774,152.5514768,99.12953586,1195.5,42.16,8
GALAȚI,SLOBOZIA CONACHI,55.05,14.85,9.57,17.36,45.44,GEORGE-NICOLAE SIMION,55.05,45.58025863,27.76589658,RURAL,2.204061417,18.36973749,6.71124319,366.3158411,0,2019,41.61,3
GALAȚI,SMULȚI,35.04,30.12,8.4,21.11,46.22,GEORGE-NICOLAE SIMION,35.04,45.91492664,27.74613081,RURAL,1.775147929,33.27440828,2.736686391,109.4848036,104.516679,1352,43.82,10.2
GALAȚI,SMÂRDAN,59.14,8.26,14.97,13.12,53.97,GEORGE-NICOLAE SIMION,59.14,45.57631798,27.92393259,RURAL,2.081934184,23.17226326,8.025520484,181.7688671,809.1251055,2978,38.87,1.5
GALAȚI,SUCEVENI,40.09,24.75,12.01,19.54,37.53,GEORGE-NICOLAE SIMION,40.09,45.98121912,28.03488189,RURAL,2.11780278,29.24553276,3.110522833,150.425096,216.0588988,1511,46.22,11.6
GALAȚI,SUHURLUI,54.83,22.92,6.52,11.69,41.12,GEORGE-NICOLAE SIMION,54.83,45.73864456,27.82072067,RURAL,2.129221733,25.4845815,2.34948605,108.5852231,0,#DIV/0!,44.69,3.9
GALAȚI,TUDOR VLADIMIRESCU,56.72,12.73,10.29,15.93,44.87,GEORGE-NICOLAE SIMION,56.72,45.55810565,27.65891305,RURAL,1.473556722,24.14029067,10.29471134,136.9110442,0,1651.333333,43.8,1.7
GALAȚI,TULUCEȘTI,49.79,15.39,12.53,16.78,45.24,GEORGE-NICOLAE SIMION,49.79,45.59690994,28.02049285,RURAL,2.194025905,18.66970658,5.590800952,178.9481619,636.7458344,3783,42.77,2.1
GALAȚI,UMBRĂREȘTI,54.19,16.57,9.21,16.13,36.19,GEORGE-NICOLAE SIMION,54.19,45.71405063,27.48443858,RURAL,1.575144509,19.08092486,4.11849711,131.1032508,0,6920,40.75,2.3
GALAȚI,VALEA MĂRULUI,53.79,22.16,6.62,13.25,44.52,GEORGE-NICOLAE SIMION,53.79,45.86315327,27.67909452,RURAL,1.492117117,21.13907658,10.58558559,121.4480737,2014.542714,3552,40.73,7.1
GALAȚI,VLĂDEȘTI,54.77,21.76,8.68,11.12,42.76,GEORGE-NICOLAE SIMION,54.77,45.83850967,28.07644538,RURAL,3.793814433,16.48824742,1.525773196,65.63769841,157.6019841,2425,39.65,3.8
GALAȚI,VÂNĂTORI,40.72,16.52,22.54,14.74,53.14,GEORGE-NICOLAE SIMION,40.72,45.51772309,28.00077891,RURAL,2.065821342,28.5190198,42.19974355,1033.39808,153.5190547,7019,40.82,1.2
GALAȚI,VÂRLEZI,53.07,25.83,6.27,10.36,54.56,GEORGE-NICOLAE SIMION,53.07,45.9195818,27.83587961,RURAL,1.639344262,21.80539397,3.490216816,133.6961498,0,#DIV/0!,41.55,13.1
GALAȚI,ȘENDRENI,43.54,13.2,20.82,15.31,51.32,GEORGE-NICOLAE SIMION,43.54,45.44341338,27.91350443,RURAL,2.74822695,20.94379433,14.96453901,314.7846855,0,2820,39.16,1.1
GALAȚI,ȚEPU,46.34,25.95,8.03,14.62,51.72,GEORGE-NICOLAE SIMION,46.34,45.97735406,27.3776699,RURAL,1.950585176,19.88729952,4.291287386,138.9767842,0,2307,42.94,3.3
GIURGIU,ADUNAȚII-COPĂCENI,40.95,30.54,12.06,12.38,64.04,GEORGE-NICOLAE SIMION,40.95,44.24860052,26.04623992,RURAL,1.824817518,30.3229927,15.82614466,470.1398026,50.18371711,1205.6,42.21,1.2
GIURGIU,BOLINTIN-DEAL,49.52,13.96,18.68,11.88,56.3,GEORGE-NICOLAE SIMION,49.52,44.45235927,25.82296491,RURAL,1.328522224,21.17303592,44.02164999,1937.439453,0,203.2333333,42.04,0.4
GIURGIU,BUCȘANI,35.5,47.84,4.62,8.41,76.77,GEORGE-CRIN-LAURENȚIU ANTONESCU,47.84,44.35852453,25.65374591,RURAL,1.933782596,19.03867565,7.178435394,284.2262795,0,426.625,38.81,2
GIURGIU,BULBUCATA,40.88,37.8,7.8,10.66,85.37,GEORGE-NICOLAE SIMION,40.88,44.27772276,25.80475956,RURAL,1.57480315,31.09090909,13.81531854,190.0677233,0,#DIV/0!,38.35,5.1
GIURGIU,BUTURUGENI,56.59,23.4,7.91,8.53,86.02,GEORGE-NICOLAE SIMION,56.59,44.34690555,25.81965582,RURAL,2.095730918,19.00698577,3.906856404,136.242681,331.846944,3865,39.83,0.3
GIURGIU,BĂNEASA,47.03,32.62,4.3,13.1,63.72,GEORGE-NICOLAE SIMION,47.03,44.05466762,26.07597738,RURAL,2.097746039,21.91854497,7.63222495,179.9623265,0,2240.5,43.6,1.6
GIURGIU,CLEJANI,8.25,90.26,0.43,0.87,111.79,GEORGE-CRIN-LAURENȚIU ANTONESCU,90.26,44.31358831,25.71741202,RURAL,1.88096575,15.36159461,5.334081976,166.073587,0,3562,33.59,5.3
GIURGIU,COLIBAȘI,44.63,36.23,5.66,9.37,70.63,GEORGE-NICOLAE SIMION,44.63,44.23043256,26.20666444,RURAL,1.478991597,21.03798319,13.61344538,301.8689496,1060.181429,2975,44.9,0.2
GIURGIU,COMANA,38.27,39.88,6.51,12.38,70.27,GEORGE-CRIN-LAURENȚIU ANTONESCU,39.88,44.16603072,26.14038584,RURAL,2.147435897,24.47564103,12.1474359,322.060505,24.04764173,3120,42.38,0.4
GIURGIU,COSOBA,59.8,14.91,10.83,10.56,51.5,GEORGE-NICOLAE SIMION,59.8,44.52543237,25.81612764,RURAL,1.648351648,15.99010989,2.893772894,121.0228025,35.91210004,#DIV/0!,38.34,0
GIURGIU,CREVEDIA MARE,51.59,20.99,9.62,12.5,52.45,GEORGE-NICOLAE SIMION,51.59,44.434901,25.62467584,RURAL,1.732991014,16.10183997,6.033376123,114.3381787,0,2337,38.84,0.3
GIURGIU,CĂLUGĂRENI,47.99,25,10.54,12.82,71.17,GEORGE-NICOLAE SIMION,47.99,44.14995365,25.98232198,RURAL,1.874521806,26.44567712,13.86763581,366.4571051,0,2614,42.36,1.8
GIURGIU,DAIA,37.25,31.78,12.22,16.22,78.84,GEORGE-NICOLAE SIMION,37.25,44.02735267,25.97586214,RURAL,2.429501085,25.41084599,6.203904555,302.4561626,0,2305,46.37,1.3
GIURGIU,FLOREȘTI-STOENEȘTI,48.48,24.12,14.02,8.72,53.66,GEORGE-NICOLAE SIMION,48.48,44.49656843,25.70863273,RURAL,1.662878335,21.53020696,8.362244288,272.7047574,0,2786.333333,41.08,0.6
