jud,uat,GEORGE SIMION,CRIN ANTONESCU,NICUȘOR DAN,VICTOR PONTA,Prezenta,Castigator,Procent castigator,Lat,Long,Mediu,Procent plecari din populatie (2023),Suprafata locuibila/cap de locuitor (m patrati) 2023,Numarul de salariati raportat la populatie (% din populatie) 2023,Cote de impozit raportat la populatie (2022),Fonduri pe cap de locuitor (2022),Pacienti la un medic 2023,Varsta medie a populatiei in 2023,Ponderea somerilor in 2023
ALBA,ALBAC,48.9,19.87,11.7,15.34,58.45,GEORGE-NICOLAE SIMION,48.9,46.46827,22.96154164,RURAL,1.769911504,25.28058303,17.54294638,323.5564142,94.5316847,960.5,43.45,11.7
ALBA,ALMAȘU MARE,50.83,21.65,6.79,15.05,55.5,GEORGE-NICOLAE SIMION,50.83,46.08212426,23.14512303,RURAL,2.327514547,26.69160432,9.393183707,386.955335,21.84119107,1203,47.16,2.9
ALBA,ARIEȘENI,35.2,33.44,10.89,16.61,73.38,GEORGE-NICOLAE SIMION,35.2,46.49683807,22.73972809,RURAL,1.469605878,28.31529726,14.36205745,277.276203,143.3210283,1497,45.6,4.5
ALBA,AVRAM IANCU,52.37,30.62,7.54,7.69,60.25,GEORGE-NICOLAE SIMION,52.37,46.37854481,22.77661577,RURAL,1.505376344,24.63154122,7.670250896,289.9363057,1121.111819,1395,44.54,12.2
ALBA,BERGHIN,53.29,20.61,11.1,10.24,53.52,GEORGE-NICOLAE SIMION,53.29,46.07019956,23.7288281,RURAL,2.739726027,20.8256059,6.954689146,150.4587252,21.01149425,1898,42.87,2.1
ALBA,BISTRA,54.82,19.63,8.44,14.12,45.27,GEORGE-NICOLAE SIMION,54.82,46.43312576,23.13575911,RURAL,1.96699073,17.74406511,9.541035496,271.6821948,417.8163494,2211.5,42.61,4.6
ALBA,BLANDIANA,43.44,27.51,11.05,13.11,52.74,GEORGE-NICOLAE SIMION,43.44,45.9941191,23.35917355,RURAL,1.382488479,24.37903226,5.760368664,94.34146341,213.42741,868,46.83,3.2
ALBA,BUCERDEA GRÂNOASĂ,63.08,13.89,10.88,9.03,48.51,GEORGE-NICOLAE SIMION,63.08,46.2117024,23.85386611,RURAL,1.720335245,17.99603,5.646228496,133.4787422,58.67271922,2267,39.95,0.1
ALBA,BUCIUM,38.74,28.38,9.91,18.62,58.02,GEORGE-NICOLAE SIMION,38.74,46.255961,23.17073147,RURAL,2.818991098,30.35089021,7.270029674,146.4304539,0,1348,49.54,2.4
ALBA,CENADE,53.76,31.5,5.78,5.2,43.6,GEORGE-NICOLAE SIMION,53.76,46.05520157,23.99816304,RURAL,1.377952756,16.19389764,4.527559055,102.3786982,0,508,38.16,3.2
ALBA,CERGĂU,60.34,22.52,5.52,8.22,58.35,GEORGE-NICOLAE SIMION,60.34,46.09008611,23.93990436,RURAL,3.268384664,18.24387178,4.336895035,83.48978328,0,1591,39.26,4.2
ALBA,CERU-BĂCĂINȚI,35.61,43.94,6.82,8.33,68.02,GEORGE-CRIN-LAURENȚIU ANTONESCU,43.94,46.0066966,23.27546089,RURAL,1.754385965,26.74122807,10.52631579,157.573913,0,114,51.42,4.2
ALBA,CETATEA DE BALTĂ,56.02,19.49,10.86,9.16,40.86,GEORGE-NICOLAE SIMION,56.02,46.22192469,24.18110232,RURAL,1.668302257,17.66993785,5.789990186,176.9677524,0,1528.5,38.47,18.5
ALBA,CIUGUD,36.96,22.28,23.49,11.7,70.88,GEORGE-NICOLAE SIMION,36.96,46.06212608,23.63663026,RURAL,1.993865031,24.20153374,32.39263804,1066.535132,165.8315558,1630,42.15,1
ALBA,CIURULEASA,45.18,30.23,4.82,15.43,69.33,GEORGE-NICOLAE SIMION,45.18,46.24396548,23.01599436,RURAL,2.545454545,17.94636364,7.818181818,223.7163505,0,1100,44.12,3.2
ALBA,CRICĂU,50.56,21.78,10.94,12.97,61.16,GEORGE-NICOLAE SIMION,50.56,46.19610606,23.53186777,RURAL,1.035196687,20.14855072,9.937888199,191.8688525,36.14651639,1932,43.46,2.4
ALBA,CRĂCIUNELU DE JOS,55.84,15.73,10.11,12.47,51.91,GEORGE-NICOLAE SIMION,55.84,46.16001764,23.8272229,RURAL,1.229895932,15.99290445,4.446546831,118.1914099,0,2114,41.11,14.2
ALBA,CUT,47.74,20.38,16.42,11.13,51.04,GEORGE-NICOLAE SIMION,47.74,45.95271063,23.66830617,RURAL,1.592356688,21.54856688,6.369426752,99.33226581,0,1256,43.67,0
ALBA,CÂLNIC,55.1,25.03,9.37,6.85,48.44,GEORGE-NICOLAE SIMION,55.1,45.88506447,23.65327454,RURAL,2.450719233,17.52157698,7.405434204,212.0126382,505.7672459,1877,37.69,9
ALBA,DAIA ROMÂNĂ,44.25,32.06,9.51,8.97,52.12,GEORGE-NICOLAE SIMION,44.25,46.00235329,23.66151026,RURAL,0.782268579,18.00065189,9.745762712,175.3413212,13.78724093,3068,41.96,1.3
ALBA,DOȘTAT,43.12,40.83,7.08,5,60.52,GEORGE-NICOLAE SIMION,43.12,45.9621205,23.81799317,RURAL,1.092353525,19.62264151,14.2999007,248.9899699,0,1007,37.77,2.3
ALBA,FĂRĂU,29.73,52.15,6.13,7.69,64.53,GEORGE-CRIN-LAURENȚIU ANTONESCU,52.15,46.33013675,24.04070285,RURAL,2.413793103,22.51103448,6.482758621,125.2089041,1.876712329,1450,45.32,6.5
ALBA,GALDA DE JOS,48.73,18.04,15.24,12.49,54.14,GEORGE-NICOLAE SIMION,48.73,46.21606142,23.56649334,RURAL,1.737497065,22.61798544,69.99295609,1513.153613,159.9955711,1064.75,43.88,1.3
ALBA,GÂRBOVA,51.26,25.11,11.23,7.83,41.45,GEORGE-NICOLAE SIMION,51.26,45.85613629,23.70162192,RURAL,1.652089407,19.92614189,10.98153547,268.338632,0,2058,38.53,3.7
ALBA,GÂRDA DE SUS,41.18,20.87,16.93,15.94,58.4,GEORGE-NICOLAE SIMION,41.18,46.47851486,22.80731992,RURAL,1.560283688,20.3822695,11.77304965,383.1083845,148.206544,1410,46.1,10.5
ALBA,HOPÂRTA,40.71,33.4,9.29,12.25,59.58,GEORGE-NICOLAE SIMION,40.71,46.33054574,23.90668086,RURAL,3.411131059,22.31508079,7.8994614,124.1978984,88.48248687,#DIV/0!,40,10
ALBA,HOREA,54.48,21.08,7.06,12.89,57.52,GEORGE-NICOLAE SIMION,54.48,46.52023086,22.94693773,RURAL,2.535657686,17.20285261,9.825673534,270.1200418,103.4504175,946.5,43.66,6.1
ALBA,IGHIU,51.44,19.64,13.12,9.71,52.47,GEORGE-NICOLAE SIMION,51.44,46.16331487,23.47154355,RURAL,1.279499574,18.7108331,10.23599659,264.4688037,172.445478,3517,40.73,2.2
ALBA,JIDVEI,55.83,25.38,7.25,7.03,43.92,GEORGE-NICOLAE SIMION,55.83,46.22396979,24.09911047,RURAL,1.455938697,19.35957854,19.46360153,486.0215814,267.3983957,1044,39.33,12.9
ALBA,LIVEZILE,41.28,31.98,12.06,11.93,77.21,GEORGE-NICOLAE SIMION,41.28,46.37710192,23.56007244,RURAL,3.283052351,26.64063886,6.388642413,146.7534722,105.6388889,1127,50.49,2
ALBA,LOPADEA NOUĂ,32.61,47.63,7.81,8.99,48.68,GEORGE-CRIN-LAURENȚIU ANTONESCU,47.63,46.27666922,23.84921204,RURAL,1.175040519,21.42949757,7.414910859,197.041233,0,1234,45.7,1.6
ALBA,LUNCA MUREȘULUI,53.72,22.21,11.04,8.64,38.16,GEORGE-NICOLAE SIMION,53.72,46.43418473,23.91697976,RURAL,2.603123748,17.02082499,7.288746496,130.4187426,0,1248.5,40.63,2.9
ALBA,LUPȘA,57.18,16.06,6.8,16.48,49.58,GEORGE-NICOLAE SIMION,57.18,46.36464807,23.20155995,RURAL,1.978417266,21.4618705,6.762589928,927.5421644,0,1390,45.76,2.7
ALBA,METEȘ,49.35,22.22,8.61,16.28,51.34,GEORGE-NICOLAE SIMION,49.35,46.10977922,23.39369513,RURAL,1.718341427,18.43817706,4.781471797,108.5560521,90.54934823,892.3333333,45.32,1.6
ALBA,MIHALȚ,49.65,24.31,9.17,12.71,54.98,GEORGE-NICOLAE SIMION,49.65,46.16115198,23.75062116,RURAL,2.063789869,22.77829894,3.87742339,84.17335423,0,1066,43.3,1
ALBA,MIRĂSLĂU,37.39,27.71,12.29,16.99,47.99,GEORGE-NICOLAE SIMION,37.39,46.38223111,23.68771063,RURAL,1.587301587,22.91322751,11.00529101,210.5665281,50.28638254,945,45.88,3.9
ALBA,MOGOȘ,43.54,29.13,8.11,12.31,53.23,GEORGE-NICOLAE SIMION,43.54,46.27850891,23.30965243,RURAL,2.100840336,25.18767507,7.142857143,119.6508152,0,714,51.6,1
ALBA,MUNICIPIUL AIUD,38.46,23.71,17,15.75,47.16,GEORGE-NICOLAE SIMION,38.46,46.30802007,23.69188979,URBAN,1.523755055,19.93418849,24.38416602,724.1816308,777.8079845,365.358209,44.28,1.3
ALBA,MUNICIPIUL ALBA IULIA,33.88,19.2,27.43,13.34,53.48,GEORGE-NICOLAE SIMION,33.88,46.06528662,23.55622955,URBAN,1.668881997,27.2541185,47.45639828,1632.806439,293.4730561,292.0823529,42.16,0.8
ALBA,MUNICIPIUL BLAJ,41.65,22.47,18.85,11.6,48.14,GEORGE-NICOLAE SIMION,41.65,46.14339721,23.91507535,URBAN,1.557709425,18.88586688,35.0904955,1214.219233,988.0274963,311.1076923,42,3.3
ALBA,MUNICIPIUL SEBEȘ,42.54,18.25,23.65,10.23,47.38,GEORGE-NICOLAE SIMION,42.54,45.94770842,23.57326767,URBAN,1.878849785,20.56226205,43.51998019,1309.412907,389.6326706,504.796875,40.64,1
ALBA,NOȘLAC,54.91,23.99,8.37,7.57,43.2,GEORGE-NICOLAE SIMION,54.91,46.40411233,23.97095249,RURAL,1.652892562,19.57024793,4.79338843,104.5895729,58.56905158,1815,42.47,3.2
ALBA,OCOLIȘ,32.89,41.89,12.72,6.8,106.25,GEORGE-CRIN-LAURENȚIU ANTONESCU,41.89,46.49549515,23.43113847,RURAL,2.074688797,41.64522822,15.76763485,223.1743487,0,241,52.13,1.5
ALBA,OHABA,44.63,30.62,6.84,11.4,66.95,GEORGE-NICOLAE SIMION,44.63,46.08718627,23.8060118,RURAL,2.972027972,37.00699301,9.615384615,259.1492281,0,572,49.63,1.4
ALBA,ORAȘ ABRUD,42.65,20.73,12.36,19.83,47.41,GEORGE-NICOLAE SIMION,42.65,46.27492363,23.06339325,URBAN,2.386731392,23.83555825,32.94902913,722.0938939,1090.720521,137.3333333,45.25,2.6
ALBA,ORAȘ BAIA DE ARIEȘ,55.22,14.74,13.14,13.07,46.31,GEORGE-NICOLAE SIMION,55.22,46.38179159,23.29558351,URBAN,2.199010445,20.7842221,18.96646509,354.0089723,264.0353453,727.6,45.94,2.2
ALBA,ORAȘ CUGIR,38.61,23.19,16.96,15.98,44.97,GEORGE-NICOLAE SIMION,38.61,45.73033872,23.43401915,URBAN,1.767524258,19.88001772,28.44949068,721.0078255,1223.806348,671.2702703,45.8,0.8
ALBA,ORAȘ CÂMPENI,46.84,20.88,11.88,17.14,53.86,GEORGE-NICOLAE SIMION,46.84,46.40958755,23.04467462,URBAN,2.002556455,21.72589121,30.90470104,934.8123422,12.57615708,260.7777778,44.12,4.1
ALBA,ORAȘ OCNA MUREȘ,42.03,19.63,18.75,14.39,41.24,GEORGE-NICOLAE SIMION,42.03,46.37618648,23.84060936,URBAN,1.566061319,18.97367841,12.05793692,308.7283367,921.0705874,1700.125,43.19,1.4
ALBA,ORAȘ TEIUȘ,48.27,16.8,16.22,14.06,49.6,GEORGE-NICOLAE SIMION,48.27,46.21351346,23.71608181,URBAN,1.973119817,19.66614241,12.79668287,520.1060627,495.7150091,2331.333333,42.13,0.8
ALBA,ORAȘ ZLATNA,54.78,17.27,10.26,13.23,46.09,GEORGE-NICOLAE SIMION,54.78,46.14541715,23.2218075,URBAN,1.462331897,18.11555033,15.25003264,303.7339793,1290.254651,3829.5,43.81,1.7
ALBA,PIANU,53.08,16.74,15.49,10.59,51.83,GEORGE-NICOLAE SIMION,53.08,45.85061527,23.4895474,RURAL,1.271905031,18.03957038,7.772752968,226.0813262,63.66307736,1179.333333,41.88,1.9
ALBA,POIANA VADULUI,63.86,13.4,5.3,14.95,38.54,GEORGE-NICOLAE SIMION,63.86,46.40630019,22.8597653,RURAL,1.071080818,17.12366115,6.329113924,260.4582934,0,1027,42,4.7
ALBA,PONOR,39.67,40.98,5.9,9.84,60.86,GEORGE-CRIN-LAURENȚIU ANTONESCU,40.98,46.33119756,23.39527294,RURAL,1.549053356,19.51807229,3.614457831,121.9771529,0,#DIV/0!,49.68,2
ALBA,POȘAGA,32.7,31.45,14.68,16.14,61.38,GEORGE-NICOLAE SIMION,32.7,46.46001433,23.34511591,RURAL,2.649769585,29.78917051,10.02304147,313.2274247,225.7982163,#DIV/0!,49.86,3.5
ALBA,RIMETEA,12.64,51.53,28.54,3.45,62.51,GEORGE-CRIN-LAURENȚIU ANTONESCU,51.53,46.44335629,23.5608748,RURAL,1.135190918,35.21878225,17.23426213,389.1399594,0,969,48.59,1.9
ALBA,ROȘIA DE SECAȘ,57.06,18.22,7.99,13.2,45.68,GEORGE-NICOLAE SIMION,57.06,46.04736857,23.85715205,RURAL,1.94426442,21.40181465,5.573558004,165.5085823,74.02161475,1543,39.39,6.4
ALBA,ROȘIA MONTANĂ,50.18,19.61,10.42,14.66,54.03,GEORGE-NICOLAE SIMION,50.18,46.31153803,23.09524143,RURAL,2.084122774,20.50738916,8.980674498,350.6149554,0,1319.5,42.69,9.4
ALBA,RÂMEȚ,30.19,36.36,16.23,13.64,67.68,GEORGE-CRIN-LAURENȚIU ANTONESCU,36.36,46.32707859,23.50670993,RURAL,1.464435146,34.87238494,17.57322176,342.825,0,478,53.84,7
ALBA,RĂDEȘTI,38.28,37.98,9.04,11.03,62.93,GEORGE-NICOLAE SIMION,38.28,46.250766,23.75561567,RURAL,2.105263158,22.04939271,5.829959514,243.0134707,6.957210777,1235,44.63,3.7
ALBA,SCĂRIȘOARA,37.62,43.94,4.46,10.4,72.28,GEORGE-CRIN-LAURENȚIU ANTONESCU,43.94,46.47567921,22.87665618,RURAL,2.118933698,21.40669856,6.766917293,165.4610304,0,1463,43.47,16.4
ALBA,SOHODOL,51.15,18.52,10.16,16.89,45.41,GEORGE-NICOLAE SIMION,51.15,46.32383255,22.99266454,RURAL,2.21266134,18.97049785,6.699446835,184.7018822,16.47480267,1627,45.63,7.6
ALBA,STREMȚ,45.62,20.78,13.62,16.53,57.57,GEORGE-NICOLAE SIMION,45.62,46.2569318,23.60132007,RURAL,1.048657718,23.91275168,4.27852349,211.8853689,67.64818674,1192,44.38,0.4
ALBA,SÂNCEL,47.88,27.58,11.01,10.32,55.81,GEORGE-NICOLAE SIMION,47.88,46.20886984,23.95431358,RURAL,1.756440281,17.25995316,4.566744731,97.11933359,95.16853933,1281,42.23,1.9
ALBA,SÂNTIMBRU,53.73,17.43,13.27,10.69,56.73,GEORGE-NICOLAE SIMION,53.73,46.12601656,23.66554469,RURAL,2.249488753,20.03646898,35.51465576,897.4402754,102.3218589,1467,42.23,0.9
ALBA,SĂLCIUA,46.4,20.27,16.67,13.06,56.28,GEORGE-NICOLAE SIMION,46.4,46.39426459,23.39876608,RURAL,1.928783383,25.36275964,10.45994065,317.5455872,0,1348,48.25,3.9
ALBA,SĂLIȘTEA,54.44,17.01,10.91,12.85,57.37,GEORGE-NICOLAE SIMION,54.44,45.89489177,23.42403324,RURAL,2.12305026,17.08145581,4.289428076,370.716899,0,1154,42.81,0.9
ALBA,SĂSCIORI,58.98,13.63,15.68,6.88,44.75,GEORGE-NICOLAE SIMION,58.98,45.82139537,23.56289003,RURAL,1.562988434,14.84354486,12.55079712,224.696387,184.9489843,3199,36.94,3
ALBA,UNIREA,47.72,18.1,13.61,15.89,43.56,GEORGE-NICOLAE SIMION,47.72,46.42704043,23.77179489,RURAL,2.734209411,19.66680797,6.740144129,195.8327439,115.5995423,2359,42.53,2.6
ALBA,VADU MOȚILOR,59.24,18.29,4.97,15.51,49.81,GEORGE-NICOLAE SIMION,59.24,46.41272371,22.96223364,RURAL,2.017756255,17.76271186,8.313155771,251.9747435,129.4238358,1239,43.81,9.8
ALBA,VALEA LUNGĂ,64.79,12.41,12.41,6.62,48.71,GEORGE-NICOLAE SIMION,64.79,46.14004824,24.07625315,RURAL,2.308707124,19.77638522,6.827176781,291.4061883,0,3032,40.47,3.1
ALBA,VIDRA,51.81,15.03,11.74,16.23,47.39,GEORGE-NICOLAE SIMION,51.81,46.3648946,22.92697831,RURAL,1.64365549,19.99737015,5.917159763,215.4503569,0,1521,45.72,5.4
ALBA,VINȚU DE JOS,54.99,12.59,15.24,11.66,51.1,GEORGE-NICOLAE SIMION,54.99,46.01483494,23.45475002,RURAL,1.65806927,17.39719971,14.49889462,496.3996313,-6.519815668,2714,41.28,1.4
ALBA,ÎNTREGALDE,54.37,31.94,4.94,4.94,55.49,GEORGE-NICOLAE SIMION,54.37,46.24014482,23.38267491,RURAL,2.564102564,23.84249084,4.761904762,109.7171171,817.7315315,#DIV/0!,52.3,2.6
ALBA,ȘIBOT,49.91,22.19,13.3,11.89,54.55,GEORGE-NICOLAE SIMION,49.91,45.93880523,23.32688569,RURAL,1.850258176,21.80636833,8.30464716,182.1802998,0,#DIV/0!,46.3,2.1
ALBA,ȘONA,51.59,26.68,9.67,8.32,46.49,GEORGE-NICOLAE SIMION,51.59,46.25466668,24.0115516,RURAL,1.533101045,18.18815331,4.970963995,127.2061262,37.33671119,4305,42.18,6.7
ALBA,ȘPRING,52.39,19.58,9.24,14.21,50.12,GEORGE-NICOLAE SIMION,52.39,45.98042759,23.75313172,RURAL,2.550607287,24.66032389,7.651821862,200.4234488,40.27759871,1235,42.26,2
ALBA,ȘUGAG,49.53,18.67,20.33,7.14,62.38,GEORGE-NICOLAE SIMION,49.53,45.62533692,23.59505,RURAL,1.959387246,32.32597079,12.00570004,478.1326025,0,2807,40.74,0.8
ARAD,ALMAȘ,57,12.16,8.9,17.26,47.34,GEORGE-NICOLAE SIMION,57,46.26553626,22.2256045,RURAL,1.94214876,25.21570248,11.69421488,169.8010621,0,1210,43.09,1.8
ARAD,APATEU,51.62,20.5,8.96,15.05,39.94,GEORGE-NICOLAE SIMION,51.62,46.63304326,21.8136328,RURAL,1.400304414,20.56773212,5.357686454,119.7711966,0,1642.5,41.97,0.4
ARAD,ARCHIȘ,43.32,30.12,7.14,15.37,55.52,GEORGE-NICOLAE SIMION,43.32,46.49851813,22.12526049,RURAL,1.191310441,34.5914506,11.56271899,146.5167131,0,1427,42.86,9.3
ARAD,BATA,56.94,16.67,9.95,10.88,52.5,GEORGE-NICOLAE SIMION,56.94,45.9990267,22.0460892,RURAL,2.516940949,29.09390126,11.9070668,189.7933014,0,516.5,41.81,1.1
ARAD,BELIU,48.34,20.51,9.34,16.75,46.8,GEORGE-NICOLAE SIMION,48.34,46.52218307,21.9858083,RURAL,1.443298969,25.99106529,15.08591065,355.7597246,43.88502582,2910,43.33,3
ARAD,BIRCHIȘ,52.27,22.69,4.69,16.4,48.29,GEORGE-NICOLAE SIMION,52.27,45.95696029,22.19123733,RURAL,2.582818641,21.85682201,9.26445817,267.3868032,0,593.6666667,42.31,1.1
ARAD,BOCSIG,54.37,21.11,6.38,14.12,50.72,GEORGE-NICOLAE SIMION,54.37,46.4210468,21.96504795,RURAL,1.763299462,19.48625224,9.593544531,167.5045899,98.56825585,1673,43.86,1.5
ARAD,BRAZII,59.65,23.16,5.61,8.6,60.48,GEORGE-NICOLAE SIMION,59.65,46.19534964,22.32351977,RURAL,2.307692308,21.75384615,9.230769231,0,0,1170,42.64,3
ARAD,BUTENI,45.8,23.59,9.54,17.1,50.51,GEORGE-NICOLAE SIMION,45.8,46.32173889,22.08666428,RURAL,2.026404667,23.93214615,9.517961314,0,0,1628.5,42.13,4.7
ARAD,BÂRSA,45.15,26,9.83,13.97,54.09,GEORGE-NICOLAE SIMION,45.15,46.37726659,22.04709184,RURAL,3.234960272,23.51929625,7.88876277,110.5827216,0,1762,43.67,2.2
ARAD,BÂRZAVA,51.6,25.84,6.85,11.51,57.89,GEORGE-NICOLAE SIMION,51.6,46.12364878,22.06967513,RURAL,2.266894782,26.91317365,11.46278871,464.7651064,181.5059574,1169,44.45,0.9
ARAD,CERMEI,46.57,32.58,6.68,11.64,51.53,GEORGE-NICOLAE SIMION,46.57,46.54512661,21.8457911,RURAL,2.26487524,35.56775432,9.596928983,0,0,1302.5,42.25,2.9
ARAD,CHISINDIA,52.04,20.07,6.88,15.99,53.76,GEORGE-NICOLAE SIMION,52.04,46.23640191,22.10585926,RURAL,2.027027027,30.69425676,12.66891892,0,0,592,45.47,5.7
ARAD,CONOP,58.58,16.93,6.06,14.65,52.15,GEORGE-NICOLAE SIMION,58.58,46.12199328,21.84642477,RURAL,2.789400279,22.14272431,6.508600651,0,0,1075.5,40.34,3.8
ARAD,COVĂSINȚ,52.21,23.07,11.6,9.25,35.61,GEORGE-NICOLAE SIMION,52.21,46.21040627,21.59058255,RURAL,1.852537977,22.951093,6.335679881,0,0,1349.5,37.69,1.1
ARAD,CRAIVA,51.81,26.81,4.78,13,50.73,GEORGE-NICOLAE SIMION,51.81,46.59613413,21.98382214,RURAL,1.958726828,27.8656873,9.828611403,0,0,1429.5,39.89,2.9
ARAD,CĂRAND,52.73,18.53,11.16,14.49,48.36,GEORGE-NICOLAE SIMION,52.73,46.44933337,22.05800204,RURAL,0.937207123,28.35426429,7.591377694,0,0,1067,42.65,3.7
ARAD,DEZNA,39.97,28.72,9.34,16.61,60.41,GEORGE-NICOLAE SIMION,39.97,46.41210447,22.26163103,RURAL,1.516587678,32.77914692,15.26066351,0,0,175.8333333,48.12,3.1
ARAD,DIECI,43.93,31.1,5.44,13.53,61.97,GEORGE-NICOLAE SIMION,43.93,46.34488265,22.26523789,RURAL,2.169349195,26.45696291,7.767669699,0,0,1429,44.15,1.5
ARAD,DOROBANȚI,20.14,61.45,9.64,3.79,43.51,GEORGE-CRIN-LAURENȚIU ANTONESCU,61.45,46.35112673,21.23102885,RURAL,1.677419355,21.42709677,13.74193548,0,0,1550,45.16,0
ARAD,FELNAC,48.14,20.42,8.93,18.17,50.68,GEORGE-NICOLAE SIMION,48.14,46.11053441,21.13868448,RURAL,3.114294612,18.08377453,13.60946746,485.5040727,0,1605.5,38.44,0.5
ARAD,FRUMUȘENI,58.6,15.31,9.64,11.34,45.53,GEORGE-NICOLAE SIMION,58.6,46.08744715,21.45163851,RURAL,1.849836779,19.80522307,13.60174102,377.307748,0,1378.5,41.35,0
ARAD,FÂNTÂNELE,50.83,18.9,15.13,9.99,43.58,GEORGE-NICOLAE SIMION,50.83,46.09079905,21.38613022,RURAL,2.134387352,16.35810277,15.54677207,351.6762898,18.13739642,948.75,40.36,0.9
ARAD,GHIOROC,46.71,20.33,16.81,10.42,44.6,GEORGE-NICOLAE SIMION,46.71,46.16638788,21.57889896,RURAL,1.66047088,22.79033457,22.55266419,305.847664,150.6481113,672.5,43.8,0.2
ARAD,GRĂNICERI,67.78,15.4,4.92,8.73,31.46,GEORGE-NICOLAE SIMION,67.78,46.50198872,21.3297415,RURAL,1.577031945,21.42579863,7.642539426,138.2178138,0,2473,39.03,1.4
ARAD,GURAHONȚ,53.38,19.31,6.34,15.72,48.86,GEORGE-NICOLAE SIMION,53.38,46.30208966,22.36192398,RURAL,1.460859978,26.0746968,16.20727674,703.2971351,66.03819918,725.6,44.01,2.2
ARAD,HĂLMAGIU,42.35,30.69,4.28,18.56,64.07,GEORGE-NICOLAE SIMION,42.35,46.28958034,22.57896848,RURAL,2.638522427,25.22119613,15.21547933,220.9763441,463.6868817,758,52.21,3.8
ARAD,HĂLMĂGEL,51.2,20.08,4.02,20.28,57.85,GEORGE-NICOLAE SIMION,51.2,46.31306894,22.66131069,RURAL,2.929292929,26.69191919,15.25252525,256.1610415,0,990,52.99,3.9
ARAD,HĂȘMAȘ,45.57,30.7,5.22,13.77,66.16,GEORGE-NICOLAE SIMION,45.57,46.54898697,22.1009995,RURAL,2.054794521,34.64811644,14.04109589,283.1019541,0,1168,43.61,2
ARAD,IGNEȘTI,49.54,26.44,5.17,13.07,58.54,GEORGE-NICOLAE SIMION,49.54,46.4513052,22.18152503,RURAL,2.269288956,19.66414523,8.623298033,117.7022556,0,661,44.68,4.1
ARAD,IRATOȘU,47.51,27.49,11.49,9.24,39.72,GEORGE-NICOLAE SIMION,47.51,46.28765182,21.19977868,RURAL,1.532416503,19.63339882,25.81532417,449.6032993,0,848.3333333,42.35,0.6
ARAD,LIVADA,44.52,15.55,23.19,10.47,51.72,GEORGE-NICOLAE SIMION,44.52,46.2225101,21.39327669,RURAL,2.096291177,27.89034785,27.5282193,499.2871357,90.80952381,1085.25,39.13,0.5
ARAD,MACEA,61.58,14.29,9.65,11.17,35.1,GEORGE-NICOLAE SIMION,61.58,46.39634465,21.3313897,RURAL,1.850306066,16.58959377,8.722871452,146.3191371,76.57397356,2396,40.95,0.3
ARAD,MIȘCA,52.08,31.82,5.21,5.87,37.41,GEORGE-NICOLAE SIMION,52.08,46.61844659,21.6500593,RURAL,1.838901839,16.21419321,8.158508159,120.0657861,222.3530174,1930.5,35.95,2.8
ARAD,MONEASA,33.82,33.33,13.85,14.33,84.62,GEORGE-NICOLAE SIMION,33.82,46.46350163,22.28894963,RURAL,2.093596059,39.57881773,25.86206897,682.6870416,360.0354523,270.6666667,50.37,2.2
ARAD,MUNICIPIUL ARAD,37.22,18.53,24.33,13.27,47.12,GEORGE-NICOLAE SIMION,37.22,46.17458464,21.27926227,URBAN,2.032494051,26.09187649,45.71672004,1508.278258,547.904015,181.6275347,43.52,0.2
ARAD,OLARI,58.08,26.09,9.43,4.55,38.31,GEORGE-NICOLAE SIMION,58.08,46.39586864,21.55836366,RURAL,2.221100454,19.80615851,11.50933872,276.722334,0,1981,39.45,2.4
ARAD,ORAȘ CHIȘINEU-CRIȘ,46.08,21.3,14.05,13.53,44.36,GEORGE-NICOLAE SIMION,46.08,46.50045341,21.52107165,URBAN,1.789961197,22.95055702,52.32194267,1608.620634,316.3956495,332.875,42.29,1.1
ARAD,ORAȘ CURTICI,54.68,16.01,14.11,10.22,37.09,GEORGE-NICOLAE SIMION,54.68,46.34250153,21.27938602,URBAN,1.760089686,20.40762332,32.7690583,1008.767126,668.0207422,686.1538462,39.05,0.3
ARAD,ORAȘ INEU,47.6,20.96,12.02,15.07,49.68,GEORGE-NICOLAE SIMION,47.6,46.42584523,21.85493502,URBAN,1.515960286,21.59111775,46.33287072,1289.930903,2598.339534,183.6666667,42.22,1.6
ARAD,ORAȘ LIPOVA,53.88,15.16,11.91,14.14,42.83,GEORGE-NICOLAE SIMION,53.88,46.07714937,21.6865449,URBAN,2.151629883,24.62480377,26.77994275,825.4385358,142.0616463,338.40625,42.79,0.6
ARAD,ORAȘ NĂDLAC,46.99,15.2,19.49,11.89,42.61,GEORGE-NICOLAE SIMION,46.99,46.2153399,20.80294922,URBAN,1.524827317,23.10295843,17.09891828,472.0939205,261.5752143,959.125,42.04,0.5
ARAD,ORAȘ PECICA,53.81,22.02,9.75,9.87,45.99,GEORGE-NICOLAE SIMION,53.81,46.20597651,21.07073094,URBAN,1.805054152,18.71041268,22.09952573,537.1868808,850.0279508,1412.7,39.91,0.7
ARAD,ORAȘ PÂNCOTA,56.65,16.92,10.88,9.31,39.24,GEORGE-NICOLAE SIMION,56.65,46.32938008,21.70049701,URBAN,1.981522003,17.45344031,13.38439096,383.2605677,22.43866488,1175.142857,37.97,0.8
